CurrentVR2WStatus,Receiver,Model,Map_Version,Transmitter,Tag_ID,StationName,Latitude,Longitude,River,Subsystem,RKM,Depth_ft,Rig,Battery_ch,Deployed,Deploy_Time,Retrieval_Date,Retrieval_Time,Project,VR2Owner,Launch,Hobo,Notes,
DEPLOYED,136182,VR2W,115,NA,NA,PE_PoolsBluff_N,30.70883,-89.84321,PE,PE,119.0982503,,Tree,NA,3/12/2021,,,,Prj1,FWS-Prj1,Pooles Bluff Rd,NA,Birch tree on west bank next to large birch tree,
SHELVED,136169,VR2W,115,NA,NA,PE_PoolsBluff_S,30.70299,-89.84561,PE,PE,118.2851484,,Tree,NA,3/12/2021,,,,Prj1,FWS-Prj1,Pooles Bluff Rd,NA,"Boat and hike to location, SW bank, hanging cypress tree next to large pine, next to metal barge",
DEPLOYED,136169,VR2W,115,NA,NA,PE_PoolsBluff_S,30.70302,-89.8457,PE,PE,NA,,Tree,NA,11/17/2021,14:26,,,Prj1,FWS-Prj1,Pooles Bluff Rd,NA,"Original tree was down, moved to this location; boat and hike in on SW bank",
DEPLOYED,111989,VR2W,115,NA,NA,PE_Ross_Barnett,32.3886,-90.0745,PE,PE,,,Buoy,Mar,3/1/2022,13:44,,,Prj1,USFWS-AK,Ross Barnett Spillway,20710765,Buoy ,
SHELVED,136161,VR2W,115,NA,NA,PE_S_Columbia,31.08775,-89.7836,PE,PE,203.976473,,Tree,NA,3/11/2021,,8/20/2021,,Prj1,FWS-Prj1,Columbia,NA,"Tree on east bank, ~50 minute run",
SHELVED,136155,VR2W,115,NA,NA,PE_S_Haley,32.02952,-90.24689,PE,PE,422.8886631,,Tree,NA,2/3/2021,,8/20/2021,,Prj1,FWS-Prj1,Hopewell,NA,"Pair of small trees on root inbetween at waters edge, west bank, downstream of private, boat ramp on same side of river",
DEPLOYED,136155,VR2W,115,NA,NA,PE_S_Haley,32.02931,-90.24657,PE,PE,422.8886631,,Tree,NA,3/4/2022,,,,Prj1,FWS-Prj1,Georgetown,20710749,"At waters edge, west bank, downstream of private, boat ramp on same side of river",
DEPLOYED,136160,VR2W,115,NA,NA,PE_Spillway,32.32571,-90.14644,PE,PE,484.2980644,,Tree,NA,2/3/2021,,8/20/2021,,Prj1,FWS-Prj1,LeFleur Bluff State Park,NA,"Right bank below state park boat ramp, not far from sill, large curved root of cypress tree adjacent to dragon back cypress root/ knees part of same tree",
DEPLOYED,136160,VR2W,115,NA,NA,PE_Spillway,32.32571,-90.14644,PE,PE,484.2980644,,Tree,NA,3/1/2022,16:16,,,Prj1,FWS-Prj1,LeFleur Bluff State Park,20710759,"Same tree as last time, same GPS",
DEPLOYED,136175,VR2W,115,NA,NA,PE_Upper_Sill,30.62575,-89.86669,PE,PE,105.0713078,,Tree,NA,3/12/2021,,,,Prj1,FWS-Prj1,Fishermans Landing Rd,NA,Low tree before birch on west bank,
DEPLOYED,136177,VR2W,115,NA,NA,PE_Walkiah_Bluff,30.57059,-89.80761,PE,PE,85.74075437,,Tree,NA,2/9/2021,,,,Prj1,FWS-Prj1,WB Water Park,NA,"Strong current at ramp, well maintained though. Tree attachment on upper side of rapids on left side of shore from houses",
SHELVED,136174,VR2W,115,NA,NA,PE_Warren_Lake,30.91234,-89.76366,PE,PE,162.8285178,,Tree,NA,3/12/2021,,8/20/2021,,Prj1,FWS-Prj1,Pushepatappa Cut Off Rd,NA,Tree on east bank,
MISSING,110875,VR2W,,,,PR_20Con_2,30.51561,-88.6019,PR,PR,24.34207855,,Buoy,Dec,10/3/2010,,4/12/2012,,Gates,EMEL,Poticaw,,Receiver was found missing 06/07/2012. ,
SHELVED,111434,VR2W,,NA,NA,PR_20Con_2,30.51561,-88.6019,PR,PR,24.34207855,,Buoy,Dec,6/7/2012,,6/3/2021,,Gates/Prj2,EMEL,Poticaw,NA,On 06-03-2021 at 1228 this was pulled because of a bad clock. This was then updated and redeployed on 06-04-2021 at some time,
SHELVED,111434,VR2W,,NA,NA,PR_20Con_2,30.51561,-88.6019,PR,PR,24.34207855,,Buoy,Jun,6/4/2021,,6/23/2021,,Gates/Prj2,EMEL,Poticaw,NA,"On 06-16-2021 another error occurred, so on 06-23-2021 it was pulled and replaced with 105266",
SHELVED,105266,VR2W,,NA,NA,PR_20Con_2,30.51561,-88.6019,PR,PR,24.34207855,,Buoy,Jun,6/23/2021,,11/12/2021,14:00,Gates/Prj2,EMEL,Poticaw,NA,Dwnld 10/1/2021,
DEPLOYED,137706,VR2W,,NA,NA,PR_20Con_2,30.51561,-88.6019,PR,PR,24.34207855,,Buoy,Nov,11/12/2021,14:05,,,Gates/Prj3,EMEL,Poticaw,NA,,
DEPLOYED,137706,VR2W,,NA,NA,PR_20Con_2,30.51561,-88.6019,PR,PR,24.34207855,,Buoy,Nov,3/8/2022,8:49,3/8/2022,8:45,Gates/Prj3,EMEL,Poticaw,NA,"Downloaded, no battery change. Entered by ERH",
DEPLOYED,110800,VR2W,115,NA,NA,PR_Big.Black,30.65364,-88.64928,PR,PR,57.46011459,,Tree,Dec,3/16/2022,,3/16/2022,11:52,Holding,EMEL,Billie Joes,NA,"Use leather gloves, cable's getting extra burs on it",
DEPLOYED,110800,VR2W,115,NA,NA,PR_Big.Black,30.65364,-88.64928,PR,PR,57.46011459,,Tree,Dec,,,,,Holding,EMEL,Billie Joes,NA,"Flat block, WP15 new coordinates, dwnld 10/1/2021",
DEPLOYED,110874,VR2W,115,NA,NA,PR_Billie.Joe.Johnson,30.61081,-88.64181,PR,PR,51.86981445,,HouseB,Dec,3/16/2022,10:45,3/6/2022,10:40,Holding,EMEL,Billie Joes,NA,Lead line is still good. Downloaded only,
DEPLOYED,110874,VR2W,115,NA,NA,PR_Billie.Joe.Johnson,30.61081,-88.64181,PR,PR,51.86981445,,HouseB,Dec,,,,,Holding,EMEL,Billie Joes,NA,dwnld 10/1/2021,
SHELVED,136385,VR2W,115,NA,NA,PR_BJJ+1rkm,30.62294,-88.64416,PR,PR,53.32678252,,Tree,June,7/13/2021,,10/1/2021,,Prj2,FWS-Prj2,GF closest,NA,"Right hand bank (going up stream). Deployed at 18:05 in 16 feet of water, Willow tree",
SHELVED,136386,VR2W,115,NA,NA,PR_Caswell_Lake,30.59873,-88.58758,PR,PR,39.39408054,,Tree,June ,7/13/2021,,10/1/2021,,Prj2,FWS-Prj2,Cumbest,NA,Placed on a cypress right inside the mouth to Caswell Lake ,
DEPLOYED,136363,VR2W,115,NA,NA,PR_Con_NW,30.5171,-88.60134,PR,PR,24.47731843,12.5,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Poticaw,NA,Dwnld 10/1/2021,
DEPLOYED,136363,VR2W,115,NA,NA,PR_Con_NW,30.5171,-88.60134,PR,PR,24.47731843,12.5,Tree,Oct,3/8/2022,8:56,3/8/2022,8:52,Prj2,FWS-Prj2,Poticaw,NA,Firmware updated and receiver downloaded. Updated by ERH,
MISSING,136365,VR2W,,NA,NA,PR_Con_SE,30.51637,-88.60083,PR,PR,24.44207855,10,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Poticaw,NA,,
DEPLOYED,136365,VR2W,,NA,NA,PR_Con_SE,30.51637,-88.60083,PR,PR,24.44207855,10,Tree,Oct,3/8/2022,9:07,3/8/2022,9:02,Prj2,FWS-Prj2,Poticaw,NA,"Needs battery change. Map updated to 115, firmware updated, and receiver downloaded. Entered by ERH",
DEPLOYED,136365,VR2W,,NA,NA,PR_Con_SE,30.51637,-88.60083,PR,PR,24.44207855,10,Tree,March,3/16/2022,9:02,3/16/2022,8:57,Prj2,FWS-Prj2,Poticaw,NA,"Mono is gone, replaced with zipties. Battery changed",
DEPLOYED,137704,VR2W,,NA,NA,PR_Cumbest,30.58183,-88.57207,PR,PR,36.72401914,,HB,March,3/16/2022,9:52,,,Holding,EMEL,Cumbest,NA,"Deployed on same dock as previous on last piling. New owners of the house, the Hills? On metal crossbar on a cable",
DEPLOYED,134604,VR2W,,NA,NA,PR_Cumbest,30.58183,-88.57207,PR,PR,36.72401914,,Tree,Dec,,,,,Holding,EMEL,Cumbest,NA,,
SHELVED,136374,VR2W,115,NA,NA,PR_Cumbest_Lower,30.58259,-88.57699,PR,PR,36.24495718,,Tree,June,7/13/2021,,10/1/2021,,Prj2,FWS-Prj2,Cumbest,NA,Deploeyd at 10:31 in 13 feet of water ,
SHELVED,136364,VR2W,115,NA,NA,PR_Cumbest_Upper,30.58631,-88.57533,PR,PR,37.49892266,,Tree,June,7/13/2021,,10/1/2021,,Prj2,FWS-Prj2,Cumbest,NA,Deployed at 15:35 in 25 feet of water ,
SHELVED,136378,VR2W,115,NA,NA,PR_Cumbest+1rkm,30.58924,-88.57671,PR,PR,37.81521041,,Tree,June,7/13/2021,,10/1/2021,,Holding,FWS-Prj2,Cumbest,NA,,
DEPLOYED,110870,VR2W,115,NA,NA,PR_Cumbest+4rkm,30.59009,-88.5862,PR,PR,40.47319978,,Tree,Dec,,,,,Holding,EMEL,Cumbest,NA,,
DEPLOYED,110870,VR2W,115,NA,NA,PR_Cumbest+4rkm,30.59009,-88.5862,PR,PR,40.47319978,,Tree,Dec,,,,,Holding,EMEL,Cumbest,NA,"Couldn't find receiver or attachment in given coordinate area, tree was down in coordinate loacation, maybe same tree?",
SHELVED,136360,VR2W,115,NA,NA,PR_Cumbest-1rkm,30.57858,-88.582,PR,PR,35.61615106,,Tree,June,7/13/2021,,10/1/2021,,Holding,FWS-Prj2,Cumbest,NA,"Willow tree in 16 feet of water, deployed at 0950",
DEPLOYED,111179,VR2W,115,NA,NA,PR_Cumbest-4rkm,30.55857,-88.58312,PR,PR,32.85205865,,Tree,Mar,3/16/2022,14:37,3/16/2022,14:18,Holding,EMEL,Cumbest,NA,"Cable and receiver were buried in the sand, took some time to remove it. Receiver top was cracked open and untwisted to the second large o ring; looks like it was hit by a prop photos on Eric's phone. Cleaned, battery and desicant swap, replaced shackles and added zips were mono was. data was downloadable and downloaded",
DEPLOYED,111179,VR2W,115,NA,NA,PR_Cumbest-4rkm,30.55857,-88.58312,PR,PR,32.85205865,,Tree,Dec,,,,,Holding,EMEL,Cumbest,NA,,
MISSING,119178,VR2W,,NA,NA,PR_English_Turn,30.6802,-88.6574,PR,PR,63.06253261,,Tree,Dec,2018,,,,Holding,EMEL,Billie Joes,NA,,
DEPLOYED,110873,VR2W,115,NA,NA,PR_McCoy,30.65945,-88.65472,PR,PR,58.2097248,,HouseB,Dec,3/16/2022,11:32,3/16/2022,11:26,Holding,EMEL,Billie Joes,NA,Lead line still good,
DEPLOYED,110873,VR2W,115,NA,NA,PR_McCoy,30.65945,-88.65472,PR,PR,58.2097248,,HouseB,Dec,,,,,Holding,EMEL,Billie Joes,NA,,
DEPLOYED,136130,VR2W,115,NA,NA,PR_Merrill,30.97701,-88.7258,PR,PR,123.7638641,,Bridge,NA,1/21/2021,NA,,,Prj1,FWS-Prj1,Merrill,NA,"Right, downstream RR piling, lower X, leash on left, picture taken, water level too low for ramp but, still launchable",
DEPLOYED,119179,VR2W,115,NA,NA,PR_NDL,30.65077,-88.63567,PR,PR,57.88499517,,Tree,,3/16/2022,12:17,3/16/2022,12:13,Holding,EMEL,Billie Joes,,Sturgeon 13683 detected 3/15. Still holding strong in new position. downloaded,
SHELVED,119179,VR2W,115,NA,NA,PR_NDL,30.6512,-88.63657,PR,PR,57.88499517,,Tree,Oct,,,,,Holding,EMEL,Billie Joes,NA,"moved from (30.65077,  -88.6357) on 10/1/2021",
DEPLOYED,119179,VR2W,115,NA,NA,PR_NDL,30.65077,-88.63567,PR,PR,57.88499517,,Tree,,,,,,Holding,EMEL,Billie Joes,,,
SHELVED,136382,VR2W,115,NA,NA,PR_Pascagoula_Bluff,30.59881,-88.6405,PR,PR,50.30775057,,Tree,June ,7/13/2021,,10/1/2021,,Prj2,FWS-Prj2,GF closest,NA,Group of willows on bluff side just upstream of the rock wall. Deployed at 17:27,
DEPLOYED,135791,VR2W,114,NA,NA,PR_PMC,30.63362,-88.65176,PR,PR,54.81036298,,Tree,Jun,3/16/2022,11:07,3/16/2022,11:02,Holding,EMEL,Billie Joes,NA,Firmware updated and receiver downloaded. Entered by ERH,
DEPLOYED,135791,VR2W,114,NA,NA,PR_PMC,30.63362,-88.65176,PR,PR,54.81036298,,Tree,Jun,,,,,Holding,EMEL,Billie Joes,NA,"Sec6, error message & dwnld 10/1/2021",
SHELVED,136381,VR2W,115,NA,NA,PR_PMC+1rkm,30.64043,-88.64702,PR,PR,55.7222418,,Tree,June,7/12/2021,,10/1/2021,,Prj2,FWS-Prj2,GF closest,NA,deployed at 13:24,
SHELVED,136388,VR2W,115,NA,NA,PR_SDL,30.64864,-88.64485,PR,PR,56.7198747,,Tree,June,7/12/2021,,10/1/2021,,Prj2,FWS-Prj2,GF closest,NA,"Big oak, short cable high on bank. Cable may need to be lengthened. Deployed at 12:52",
SHELVED,136362,VR2W,115,NA,NA,PR_SPMC,30.6305,-88.64825,PR,PR,54.27331177,,Tree,June,7/12/2021,,10/1/2021,,Prj2,FWS-Prj2,GF closest,NA,In trees just downstream of sand bank ,
MISSING,132311,VR2W,,NA,NA,PR_SS_OG,31.35245,-89.30128,PR,PR,240.8642511,,Tree,March,3/20/2018,,,,ERDC,USACE,,NA,"out 14:40 by Erdich; missing as of 2-July-2018, searched for twice but never found; almost 100% undoubtably rednecked",
SHELVED,110871,VR2W,,,,PRE_01EPH90,30.37828,-88.5641,PR,PRE,3.843130218,,Buoy,,11/3/2010,,8/24/2012,,Gates,EMEL,Ingalls River Park,,Pulled for Hurricane Isaac,
MISSING,114592,VR2W,,,,PRE_01EPH90,30.37828,-88.5641,PR,PRE,3.843130218,,Buoy,,9/20/2012,,11/4/2015,,Gates,EMEL,Ingalls River Park,,deployed 2012-09-20 - found missing in Nov 2015,
DEPLOYED,110878,VR2W,114,NA,NA,PRE_01EPH90,30.37828,-88.5641,PR,PRE,3.843130218,,Buoy,Nov/Dec,12/15/2015,,,,Gates/Prj2,EMEL,Ingalls River Park,NA,Deployed 12/15/2015 at 16:12:23; needs new anode,
DEPLOYED,110878,VR2W,114,NA,NA,PRE_01EPH90,30.37828,-88.5641,PR,PRE,3.843130218,,Buoy,Nov/Dec,3/8/2022,11:14,3/8/2022,11:13,Gates/Prj2,EMEL,Ingalls River Park,NA,Receiver downloaded. Entered by ERH,
SHELVED,110873,VR2W,,,,PRE_02WPH90,30.38908,-88.6071,PR,PRE,1.369623535,,Buoy,,9/24/2010,,8/24/2012,,Gates,EMEL,Ingalls River Park,,Pulled for Hurricane Isaac,
SHELVED,114591,VR2W,,,,PRE_02WPH90,30.38908,-88.6071,PR,PRE,1.369623535,,Buoy,,9/20/2012,,3/27/2012,,Gates,EMEL,Ingalls River Park,,Deployed after Hurricane Isaac to replace initial deployment of 110873; replaced with 110873 on 2013-03-28 no notes as to why ,
SHELVED,110873,VR2W,,,,PRE_02WPH90,30.38908,-88.6071,PR,PRE,1.369623535,,Buoy,,3/28/2013,,7/15/2013,,Gates,EMEL,Ingalls River Park,,redeployed 2013-03-28 to replace the initial deployment of 114591; it was then  replaced with 114591 on 2013-07-15,
MISSING,114591,VR2W,,,,PRE_02WPH90,30.38908,-88.6071,PR,PRE,1.369623535,,Buoy,,7/15/2013,,10/8/2017,,Gates,EMEL,Ingalls River Park,,Redeployed on 2013-07-15 to replace second deployment of 110873; Hurricane nate moved up stream to near Sioux Bayou on 2017-10-08 at approx. 01:00:00. This reciever was then used to establish the station Nate which later went missing. W90 received a new rig and VR2W 106142 on 2017-11-13 13:08:17,
SHELVED,106142,VR2W,,NA,NA,PRE_02WPH90,30.38908,-88.60709,PR,PRE,1.369623535,,Buoy,Nov/Dec,11/13/2017,,4/20/2021,,Gates/Prj2,EMEL,Ingalls River Park,NA,deployed 2017-11-13 13:08:17; replaced on 2021-04-20 with 136373 (a prj2 receiver) because of a clock error,
DEPLOYED,136373,VR2W,115,NA,NA,PRE_02WPH90,30.38908,-88.60709,PR,PRE,1.369623535,,Buoy,Oct,4/20/2021,,,,Gates/Prj2,FWS-Prj2,Ingalls River Park,NA,downloaded 10/5/2021 1345,
DEPLOYED,136373,VR2W,115,NA,NA,PRE_02WPH90,30.38908,-88.60709,PR,PRE,1.369623535,,Buoy,Oct,3/8/2022,11:29,3/8/2022,11:27,Gates/Prj2,FWS-Prj2,Ingalls River Park,NA,Firmware updated and receiver downloaded. Entered by ERH,
SHELVED,136376,VR2W,115,NA,NA,PRE_Bayou_Chemise_E,30.39925,-88.585,PR,PRE,3.931332758,10.2,Pole,Oct,11/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,20692588,"Anchored, out 12:01, in 10:06, bring cable clamps",
DEPLOYED,136376,VR2W,115,NA,NA,PRE_Bayou_Chemise_E,30.39941,-88.5903,PR,PRE,,9.4,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,20692588,"Auger ~6 ft in marsh attached to pole, moved bc pole was missing",
DEPLOYED,136376,VR2W,115,NA,NA,PRE_Bayou_Chemise_E,30.39941,-88.5903,PR,PRE,,9.4,Pole,Oct,3/8/2022,10:47,3/8/2022,10:28,Prj2,FWS-Prj2,Ingalls River Park,20692588,"Hobo downloaded, receiver downloaded. entered by ERH",
SHELVED,136374,VR2W,115,NA,NA,PRE_Bayou_Chemise_W,30.39419,-88.6017,PR,PRE,2.236967246,10,Pole,Oct,11/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,20692586,"Hobo data on shuttle, out 11:57, in 10:11",
DEPLOYED,136374,VR2W,115,NA,NA,PRE_Bayou_Chemise_W,30.39419,-88.6017,PR,PRE,2.236967246,10,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,20692587,,
DEPLOYED,136374,VR2W,115,NA,NA,PRE_Bayou_Chemise_W,30.39419,-88.6017,PR,PRE,2.236967246,10,Pole,Oct,3/8/2022,11:41,3/8/2022,11:35,Prj2,FWS-Prj2,Ingalls River Park,20692587,Hobo downloaded and receiver downloaded. Data entered by ERH,
SHELVED,136386,VR2W,115,NA,NA,PRE_Bayou_Pierre ,30.37536,-88.6111,PR,PRE,0,4,Pole,Oct,11/11/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Mouth of bayou, out 10:31, in 10:40",
DEPLOYED,136386,VR2W,115,NA,NA,PRE_Bayou_Pierre ,30.37536,-88.6111,PR,PRE,0,4,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,,
DEPLOYED,136386,VR2W,115,NA,NA,PRE_Bayou_Pierre ,30.37536,-88.6111,PR,PRE,0,4,Pole,Oct,3/8/2022,15:07,3/8/2022,15:05,Prj2,FWS-Prj2,Ingalls River Park,NA,Receiver downloaded. Entered by ERH,
DEPLOYED,120613,VR2W,115,NA,NA,PRE_Bear_Bayou,30.50472,-88.56425,PR,PRE,,,Tree,March,3/10/2022,16:03,,,Prj2,Gulfport,Ingalls River Park,NA,"Clark bayou eastern most channel, west side of river on cypress",
SHELVED,136381,VR2W,115,NA,NA,PRE_Black_Bird_Key,30.43054,-88.6113,PR,PRE,7.372373807,10,Pole,Oct,10/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"FOUND at 14:06, redeployed with anchor",
DEPLOYED,136381,VR2W,115,NA,NA,PRE_Black_Bird_Key,30.43098,-88.61118,PR,PRE,,10.2,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Auger located to the right of marsh pole, attached to PVC",
DEPLOYED,136381,VR2W,115,NA,NA,PRE_Black_Bird_Key,30.43098,-88.61118,PR,PRE,,10.2,Pole,Oct,3/8/2022,12:10,3/8/2022,12:06,Prj2,FWS-Prj2,Ingalls River Park,NA,Receiver downloaded. Entered by ERH,
SHELVED,135790,VR2W,115,NA,NA,PRE_Bluff_Creek_Mouth,30.45822,-88.6187,PR,PRE,11.65873322,,Tree,Jun,6/17/2020,,12/3/2021,12:08,Sec6/Prj2,EMEL,Ingalls/Indian Point,NA,"Sec6, downloaded at 10/5/2021 08:30, shackle wire replaced",
DEPLOYED,135790,VR2W,115,NA,NA,PRE_Bluff_Creek_Mouth,30.45897,-88.61837,PR,PRE,11.4416,,Tree,Jun,12/3/2021,12:13,,,Sec6/Prj3,EMEL,Ingalls/Indian Point,,,
DEPLOYED,135790,VR2W,115,NA,NA,PRE_Bluff_Creek_Mouth,30.45897,-88.61837,PR,PRE,11.4416,,Tree,Jun,3/8/2022,12:26,3/8/2022,12:19,Sec6/Prj3,EMEL,Ingalls/Indian Point,,Hobo downloaded and receiver downloaded. Data entered by ERH.,
SHELVED,136360,VR2W,115,NA,NA,PRE_Catch-em-all,30.39677,-88.5695,PR,PRE,6.391249017,5.1,Pole,Oct,11/11/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 13:03, in 9:37",
DEPLOYED,136360,VR2W,115,NA,NA,PRE_Catch-em-all,30.39677,-88.5695,PR,PRE,6.391249017,5.1,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,,
DEPLOYED,136360,VR2W,115,NA,NA,PRE_Catch-em-all,30.39677,-88.5695,PR,PRE,6.391249017,5.1,Pole,Oct,3/8/2022,10:57,3/8/2022,10:53,Prj2,FWS-Prj2,Ingalls River Park,NA,Receiver downloaded. Entered by ERH,
DEPLOYED,136389,VR2W,114,NA,NA,PRE_Creole_Bayou_N,30.49941,-88.5834,PR,PRE,23.85038981,15,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Poticaw,NA,,
DEPLOYED,136389,VR2W,114,NA,NA,PRE_Creole_Bayou_N,30.49941,-88.5834,PR,PRE,23.85038981,15,Tree,Oct,3/8/2022,9:22,3/8/2022,9:19,Prj2,FWS-Prj2,Poticaw,NA,"Map not updated, receiver downloaded. Entered by ERH",
SHELVED,136361,VR2W,115,NA,NA,PRE_Crooked_Bayou,30.42824,-88.5984,PR,PRE,8.727861686,9,Pole,Oct,10/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"FOUND at 14:53, recevier in mud, redeployed ",
DEPLOYED,136361,VR2W,115,NA,NA,PRE_Crooked_Bayou,30.42824,-88.5984,PR,PRE,6.391249017,9,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Same location as original,
SHELVED,136361,VR2W,115,NA,NA,PRE_Crooked_Bayou,30.42824,-88.5984,PR,PRE,8.727861686,9,Pole,Oct,3/8/2022,12:01,8/16/2022,14:47,Prj2,FWS-Prj2,Ingalls River Park,NA,Firmware updated and receiver downloaded. Entered by ERH,
DEPLOYED,120624,VR2W,115,NA,NA,PRE_E90BRIDGE_E,30.37132,-88.56162,PR,PRE,0,15,4x4,Oct,10/22/2021,,,,Gulfport/teleost,EMEL,Ingalls/ Point Park,NA,time in: 1525,
DEPLOYED,120623,VR2W,115,NA,NA,PRE_E90BRIDGE_W,30.37224,-88.56162,PR,PRE,0,16.3,4x4,Oct,10/22/2021,,,,Gulfport/teleost,EMEL,Ingalls/ Point Park,NA,time in: 1500,
MISSING,136387,VR2W,115,NA,NA,PRE_East_River_S_I10,30.4371,-88.5583,PR,PRE,13.31055777,10.5,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing as of 3/8/22,
MISSING,136387,VR2W,115,NA,NA,PRE_East_River_S_I10,30.4371,-88.5583,PR,PRE,13.31055777,10.5,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Missing as of 3/8/22,
DEPLOYED,120603,VR2W,115,NA,NA,PRE_East_River_S_I10,30.4371,-88.5583,PR,PRE,13.31055777,10.5,Tree,March,3/10/2022,16:28,,,Prj2,Gulfport,Ingalls River Park,NA,Same cypress tree as missing one,
MISSING,136383,VR2W,115,NA,NA,PRE_Esca_Mouth,30.42356,-88.5542,PR,PRE,12.31049628,7,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Found weight with no rebar, floated away?",
MISSING,136383,VR2W,115,NA,NA,PRE_Esca_Mouth,30.42356,-88.5542,PR,PRE,12.31049628,7,Tree,Oct,10/6/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Still missing, this is an entry to relate to 3/8/22 download sheet, Data already entered? Entered by ERH",
DEPLOYED,137705,VR2W,115,NA,NA,PRE_Esca_Mouth,30.42356,-88.5542,PR,PRE,12.31049628,7,Tree,March,3/10/2022,16:40,,,Prj2,Sect. 6,Ingalls River Park,NA,Same tree group as missing one,
SHELVED,136382,VR2W,115,NA,NA,PRE_Esca_R_W_HWY613,30.41895,-88.521,PR,PRE,15.99828759,8,Tree,Oct,10/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,,
DEPLOYED,136382,VR2W,115,NA,NA,PRE_Esca_R_W_HWY613,30.41873,-88.5211,PR,PRE,,14,Tree,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Tall pine, replaced weight on 12/3/2021",
DEPLOYED,136373,VR2W,,NA,NA,PRE_Graveline_Mouth,30.36215,-88.6653,PR,PRE,0,5,Pole,Oct,10/15/2020,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Hobo, missing cage",
DEPLOYED,120607,VR2W,115,NA,NA,PRE_Graveline_Mouth,30.36288,-88.66531,PR,PRE,0,,Hang cable,March,3/10/2022,13:21,,,Prj2,GULFPORT,Ingalls River Park,NA,Point clear rivera pier/dock,
DEPLOYED,136370,VR2W,115,NA,NA,PRE_Graveline_Reef,30.35007,-88.67203,MSS,PRE,0,5.6,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Graveline,NA,,
SHELVED,136366,VR2W,115,NA,NA,PRE_Krebs_Lake,30.38382,-88.55936,PR,PRE,5.144450379,3.7,Pole,Oct,11/11/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"out 13:13, in 9:28",
DEPLOYED,136366,VR2W,115,NA,NA,PRE_Krebs_Lake,30.38382,-88.55936,PR,PRE,5.144450379,3.7,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,,
DEPLOYED,136366,VR2W,115,NA,NA,PRE_Krebs_Lake,30.38382,-88.55936,PR,PRE,5.144450379,3.7,Pole,Oct,3/8/2022,11:07,3/8/2022,11:04,Prj2,FWS-Prj2,Ingalls River Park,NA,Receiver downloaded. Entered by ERH,
SHELVED,136361,VR2W,115,NA,NA,PRE_Little_Bear_Bayou,30.52055,-88.61295,PR,PRE,22.74231056,,Tree,Jun,6/16/2021,,10/1/2021,,Prj2,FWS-Prj2,Poticaw is closest,NA,On tree; deploy date pulled from EG's texts,
SHELVED,136385,VR2W,115,NA,NA,PRE_Marsh_Lake,30.3826,-88.5837,PR,PRE,3.405160128,4.1,Pole,Oct,11/6/2020,,5/25/2021,,Prj2,FWS-Prj2,Ingalls River Park,NA,"Anchored, out 13:26, in 10:32",
DEPLOYED,136385,VR2W,115,NA,NA,PRE_Marsh_Lake,30.38207,-88.5845,PR,PRE,,5.8,Pole,Oct,10/8/2021,,,,Prj2,FWS-Prj2,Ingalls River Park,NA,Auger attached to pole,
DEPLOYED,136385,VR2W,115,NA,NA,PRE_Marsh_Lake,30.38207,-88.5845,PR,PRE,,5.8,Pole,Oct,3/8/2022,11:21,3/8/2022,11:19,Prj2,FWS-Prj2,Ingalls River Park,NA,Receiver downloaded. Data entered by ERH,
DEPLOYED,132348,VR2W,115,NA,NA,PRE_MSC_Bayou_Castille,30.47476,-88.64944,PR,PRE,18.01620157,,Tree,Jun,9/19/2019,,,,Loan/Prj2,FWS-Loan,Ingalls/Indian Point,NA,,
